-0.00047706+0.00074182i,0.0011204-0.0017337i,-0.0018314+0.0028086i,0.0026556-0.0040176i,-0.0036598+0.0054334i,0.0049468-0.0071608i,-0.0066867+0.0093607i,0.0091856-0.012297i,-0.013053+0.016441i,0.019684-0.022714i,-0.033015+0.033204i,0.069303-0.05351i,-0.00019639-0.00022993i,0.0003627+0.00043054i,-0.00053299-0.00064729i,0.00071029+0.00089215i,-0.00089622-0.0011805i,0.0010905+0.0015352i,-0.0012882-0.0019941i,0.0014722+0.0026252i,-0.0015892-0.0035699i,0.0014625+0.0051826i,-0.00032994-0.0086829i,-0.0086512+0.01968i,0.0013121-0.0018344i,-0.0022406+0.0031053i,0.0032873-0.0044965i,-0.0045477+0.006108i,0.0061507-0.0080603i,-0.0083041+0.010532i,0.011378-0.01381i,-0.016105+0.0184i,0.024152-0.025281i,-0.040199+0.036613i,0.083542-0.057982i,0.00063146+0.00093481i,-0.00097151-0.0014799i,0.0013027+0.0020705i,-0.0016288-0.0027509i,0.0019396+0.0035737i,-0.0022052-0.0046197i,0.002352+0.0060316i,-0.0021908-0.0081011i,0.0011679+0.011556i,0.0028505-0.018932i,-0.026227+0.043653i,-0.001211+0.00096526i,0.001872-0.001473i,-0.0026311+0.0020332i,0.0035727-0.0026934i,-0.0048125+0.0035082i,0.0065478-0.0045567i,-0.0091579+0.0059644i,0.013483-0.0079406i,-0.021815+0.010827i,0.043296-0.014819i,-0.00044902-0.0013076i,0.00059191+0.0019125i,-0.0006742-0.0025603i,0.00066414+0.0033017i,-0.00049159-0.0041923i,1.2121e-05+0.0053188i,0.0010953-0.0068481i,-0.0036551+0.0091954i,0.010423-0.013918i,-0.038417+0.031656i,-6.5654e-05+0.0016343i,0.00010572-0.0023785i,-0.00016316+0.0032236i,0.00025418-0.0042646i,-0.0004108+0.0056312i,0.00070519-0.0075516i,-0.0013238+0.010492i,0.0028517-0.01559i,-0.0078188+0.026459i,-0.00029155+0.00070565i,0.00050822-0.00093922i,-0.00083641+0.001141i,0.0013544-0.001299i,-0.0022006+0.0013687i,0.0036507-0.0012456i,-0.0063353+0.00068665i,0.012085+0.00085239i,-0.030146-0.0033018i,0.0024544-0.0043759i,-0.0035596+0.0061676i,0.0049237-0.0082168i,-0.0067843+0.010765i,0.0095577-0.014146i,-0.014163+0.018962i,0.023129-0.026486i,-0.046347+0.039919i,-0.00035195+0.00041525i,0.00046251-0.00069152i,-0.00057483+0.0011072i,0.00070752-0.0017746i,-0.00090212+0.0029119i,0.0012865-0.0050097i,-0.0023319+0.0093879i,0.0061709-0.020894i,-0.0045493+0.0046875i,0.0064954-0.0064268i,-0.0089531+0.0083945i,0.01242-0.010806i,-0.017874+0.013933i,0.027879-0.01819i,-0.052033+0.023959i,0.0038864-0.00025148i,-0.0055212+0.00037431i,0.0076074-0.00052817i,-0.010588+0.00071879i,0.015352-0.00091436i,-0.02426+0.00088901i,0.046264+0.00085278i,0.0041722-0.0026857i,-0.0058387+0.0035454i,0.0079523-0.0044546i,-0.011002+0.0054576i,0.016138-0.0065068i,-0.027555+0.0070311i,0.079408+0.0016054i,-0.0077357-0.0026261i,0.010904+0.0039442i,-0.01502-0.0059109i,0.021052+0.0093258i,-0.031157-0.016461i,0.052237+0.036944i,-0.00091041+0.0031139i,0.0010404-0.0043893i,-0.0010405+0.0061164i,0.00080633-0.0088496i,-0.00020156+0.014068i,0.0014265-0.027091i,0.0068639+0.0060075i,-0.0094646-0.0089896i,0.012767+0.013594i,-0.017479-0.022224i,0.025048+0.044064i,-0.0017322-0.0082712i,0.0026434+0.012213i,-0.0039813-0.018216i,0.0061368+0.029319i,-0.009936-0.057187i,-0.0038504-0.004028i,0.0052398+0.0057746i,-0.0070211-0.008493i,0.0095625+0.014497i,-0.010805-0.044588i,0.00028107+0.0095816i,0.00011324-0.014124i,-0.0016346+0.021397i,0.008176-0.036888i,0.0076648-0.0053698i,-0.012061+0.009278i,0.020334-0.016942i,-0.042563+0.037235i,-0.00022227-0.0018761i,-5.2391e-06+0.0020247i,0.0017947-0.0016032i,-0.02183-0.0019314i,-0.009097+0.014128i,0.015376-0.023411i,-0.031106+0.043161i,0.012866+0.00096998i,-0.024408-0.0020185i,0.055917+0.006391i,-0.010133-0.015673i,0.018338+0.026879i,-0.034782-0.055659i,-0.031603-0.00042573i,0.064886+0.0048866i,0.021839+0.021262i,-0.043084-0.050612i,0.025797-0.039889i,-0.059807+0.083296i,-0.01723-0.028198i,0.027346+0.11471i,0.0083215+0.057155i,0.073174-0.024635i,-0.048048+0.008472i,-0.033129+0.13335i,0.17882+0.023677i
0.00011748+0.00047585i,-0.00027127-0.0011053i,0.00042969+0.001771i,-0.00059387-0.0024926i,0.00076473+0.0032991i,-0.00094132-0.0042318i,0.0011174+0.0053552i,-0.0012714-0.0067822i,0.0013336+0.0087428i,-0.0010425-0.011823i,-0.00094233+0.018148i,0.018847-0.04283i,0.00037407-0.00013408i,-0.00070455+0.000251i,0.0010694-0.00037711i,-0.0014941+0.00051899i,0.0020138-0.00068459i,-0.0026835+0.00088487i,0.0035987-0.0011356i,-0.0049417+0.00146i,0.0071136-0.0018892i,-0.011194+0.0024387i,0.021395-0.0027809i,-0.081427-0.011095i,-0.00029423-0.0012315i,0.0004862+0.002059i,-0.00067849-0.0029273i,0.00087431+0.0038798i,-0.0010718-0.0049623i,0.0012613+0.0062413i,-0.0014133-0.0078297i,0.0014362+0.0099569i,-0.00099911-0.013219i,-0.0015674+0.019873i,0.023846-0.046845i,-0.0018843+0.00065246i,0.0030174-0.0010339i,-0.0042909+0.0014476i,0.0058281-0.0019231i,-0.0077947+0.0024921i,0.010467-0.0031973i,-0.014368+0.0040975i,0.02064-0.0052622i,-0.032329+0.0066742i,0.061161-0.0071387i,-0.22544-0.033715i,0.0002334+0.0010195i,-0.0003411-0.0015065i,0.00044298+0.0019896i,-0.00053921-0.0024865i,0.00062327+0.0030031i,-0.00067657-0.003541i,0.00064551+0.0041043i,-0.00034112-0.0047497i,-0.0012079+0.0060056i,0.014647-0.014545i,0.0043285-0.0014327i,-0.0064831+0.0021093i,0.0089616-0.0028459i,-0.01206+0.0037003i,0.016202-0.0047302i,-0.022164+0.0060024i,0.031607-0.0075671i,-0.048903+0.0092425i,0.090449-0.0086586i,-0.31098-0.052395i,-0.00018787-5.9061e-06i,0.00027189-7.3686e-05i,-0.00036755+0.00024173i,0.00048851-0.00055461i,-0.00065706+0.0011143i,0.00091838-0.0021164i,-0.0013701+0.0039659i,0.002175-0.0075773i,-0.0016176+0.014735i,-0.0070221+0.0021378i,0.010171-0.003014i,-0.013898+0.0039652i,0.018737-0.0050606i,-0.025546+0.0063463i,0.036093-0.0078022i,-0.054923+0.0090172i,0.098524-0.0066635i,-0.30771-0.059281i,0.00080302-0.00099549i,-0.0011912+0.0015084i,0.0016965-0.0021851i,-0.0024287+0.0031532i,0.0035989-0.0046292i,-0.0057064+0.0070485i,0.010219-0.011438i,-0.023269+0.021041i,0.0083277-0.0023078i,-0.011829+0.0031438i,0.016086-0.0040265i,-0.021837+0.0049852i,0.030433-0.0059416i,-0.045217+0.0063891i,0.077904-0.0030862i,-0.2183-0.049186i,-0.0028052+0.00059434i,0.0040917-0.00086117i,-0.0057923+0.0011885i,0.0083147-0.0016049i,-0.012519+0.0021101i,0.020798-0.0025303i,-0.04313+0.0014692i,-0.0058463+0.0018043i,0.0081043-0.0024004i,-0.010855+0.0030149i,0.014651-0.0036302i,-0.020724+0.0040057i,0.033402-0.0025324i,-0.085-0.021562i,0.0059225+0.0018743i,-0.008552-0.0027748i,0.012103+0.0040845i,-0.017568-0.0063166i,0.02736+0.010917i,-0.050353-0.023898i,0.18463+0.10225i,-0.0013995-0.001907i,0.0024849+0.0027515i,-0.0042869-0.0039422i,0.0075405+0.0059051i,-0.014041-0.0097224i,0.028793+0.017759i,-0.0077101-0.003687i,0.011059+0.0054314i,-0.015696-0.008063i,0.023197+0.012927i,-0.038333-0.025154i,0.093426+0.089241i,0.010553+0.0047577i,-0.016039-0.0074789i,0.024513+0.012104i,-0.040085-0.021878i,0.078187+0.051322i,0.0047789-0.001362i,-0.0066883+0.002365i,0.0093327-0.0040436i,-0.013825+0.0069363i,0.024713-0.007966i,-0.015995-0.0090215i,0.024418+0.014613i,-0.038317-0.025258i,0.068377+0.05389i,-0.21545-0.25436i,0.0023536+0.015698i,-0.0036892-0.025462i,0.0055732+0.043699i,-0.0075199-0.091319i,0.015743+0.0048562i,-0.024633-0.0080759i,0.041229+0.016106i,-0.093037-0.062161i,-0.0074725-0.027308i,0.010398+0.046289i,-0.011724-0.090075i,-0.041972+0.33525i,-0.01324+0.01723i,0.022705-0.030953i,-0.047252+0.064773i,0.010599+0.01515i,-0.015753-0.027095i,0.013665+0.073292i,0.0023462-0.03812i,-0.0079395+0.075045i,0.054619-0.25939i,-0.024408+0.020455i,0.055724-0.046125i,0.03273+0.012299i,-0.069164-0.028782i,0.025682-0.048214i,-0.11799+0.1405i,-0.056935+0.048615i,0.25742-0.18679i,0.069478+0.035681i,-0.023637-0.053243i,-0.16555+0.067624i,0.18457+0.0085455i,-0.44582-0.244i
-0.00094402-0.00037041i,0.0022024+0.00086542i,-0.0035573-0.0014017i,0.0050679+0.0020061i,-0.0068213-0.0027193i,0.0089472+0.0036059i,-0.011656-0.0047781i,0.015325+0.0064547i,-0.020713-0.0091307i,0.029663+0.014189i,-0.048198-0.027113i,0.11493+0.094005i,7.5638e-05+3.0007e-05i,-0.00014281-5.6604e-05i,0.00021758+8.6172e-05i,-0.00030557-0.00012103i,0.00041454+0.00016456i,-0.00055673-0.00022244i,0.00075336+0.00030524i,-0.0010452-0.00043487i,0.001522+0.00066428i,-0.0024289-0.0011533i,0.004769+0.0026253i,-0.024377-0.017197i,0.0027973+0.0010037i,-0.0047226-0.0016983i,0.006814+0.0024595i,-0.0092181-0.0033472i,0.012118+0.0044424i,-0.015801-0.0058822i,0.020774+0.0079337i,-0.028062-0.011204i,0.040139+0.017404i,-0.065092-0.033393i,0.15431+0.11744i,-0.0004442-0.0001244i,0.00071306+0.00020159i,-0.0010175-0.00029164i,0.0013881+0.00040565i,-0.0018667-0.00056028i,0.0025234+0.0007859i,-0.0034922-0.0011455i,0.0050669+0.0017907i,-0.0080473-0.0031795i,0.015673+0.0073735i,-0.075691-0.046739i,-0.003764-0.00092958i,0.0057278+0.0014114i,-0.0078856-0.0019393i,0.010433+0.002565i,-0.013622-0.0033619i,0.017877+0.0044725i,-0.024044-0.0062336i,0.034163+0.0096522i,-0.054845-0.019055i,0.12663+0.073342i,0.0012566+0.00027922i,-0.0018891-0.00042476i,0.0026238+0.0006002i,-0.0035522-0.00083305i,0.0048085+0.0011689i,-0.0066404-0.0017013i,0.0095855+0.0026555i,-0.015085-0.0047126i,0.02881+0.010923i,-0.12209-0.064668i,0.0036726-0.00014811i,-0.005295+0.00026017i,0.0070952-0.00042758i,-0.0092657+0.00068437i,0.012074-0.001081i,-0.016035+0.0016867i,0.022382-0.0025255i,-0.035139+0.0028487i,0.078292+0.011223i,-0.002666-0.00034607i,0.0038821+0.00052095i,-0.00534-0.00074937i,0.0072603+0.0010828i,-0.010005-0.0016223i,0.014331+0.0026138i,-0.022216-0.0048082i,0.04109+0.011578i,-0.14734-0.065782i,-0.0015775+0.0025839i,0.0021065-0.0038144i,-0.00262+0.0053841i,0.0031453-0.0075875i,-0.0037111+0.010946i,0.0044262-0.016581i,-0.0059071+0.027379i,0.013555-0.052243i,0.0044082+0.000142i,-0.0063186-0.00023709i,0.0086901+0.00039228i,-0.011964-0.00067728i,0.016973+0.001271i,-0.025796-0.0027509i,0.045823+0.0078156i,-0.13923-0.04795i,-0.0036142-0.0061782i,0.0053972+0.0090212i,-0.0078112-0.012784i,0.011413+0.01837i,-0.017301-0.027684i,0.028226+0.04604i,-0.054225-0.095703i,-0.0051884+0.00073833i,0.0073657-0.0010137i,-0.010161+0.0013195i,0.014229-0.0016505i,-0.021056+0.0018686i,0.03563-0.0009368i,-0.093447-0.015338i,0.011694+0.0092389i,-0.017044-0.013572i,0.024349+0.01967i,-0.035642-0.029583i,0.055806+0.048825i,-0.10263-0.10048i,0.42446+0.54212i,0.0024119-0.0024885i,-0.0032472+0.0035974i,0.004248-0.0051167i,-0.005669+0.0074766i,0.0084052-0.011625i,-0.019764+0.018978i,-0.019082-0.0083048i,0.02789+0.012454i,-0.040546-0.018886i,0.061961+0.031128i,-0.10834-0.063379i,0.31989+0.27261i,0.0062307+0.0043941i,-0.0096958-0.0066529i,0.015239+0.01025i,-0.025819-0.017321i,0.052904+0.036927i,0.017541+0.00022341i,-0.025782-0.00049061i,0.038484+0.0014622i,-0.063639-0.0060958i,0.15218+0.049179i,-0.017894-0.003753i,0.027841+0.0062366i,-0.044999-0.011316i,0.084854+0.026527i,-0.3164-0.15689i,0.0010425+0.012061i,-0.0028456-0.019268i,0.0066424+0.032388i,-0.015151-0.064445i,0.019544-0.0031972i,-0.031126+0.0042953i,0.05447-0.0040405i,-0.14501-0.020087i,-0.029833-0.01496i,0.050722+0.026574i,-0.097699-0.057035i,0.38348+0.30194i,0.004817+0.014477i,-0.010196-0.025129i,0.023554+0.050716i,0.0347-0.0042903i,-0.062701+0.0042775i,0.16232+0.023163i,-0.042911-0.013735i,0.086518+0.032255i,-0.32211-0.17623i,0.017205+0.027337i,-0.040774-0.057945i,0.031262-0.018614i,-0.076915+0.028047i,-0.072469-0.0040272i,0.23667+0.053904i,0.065941+0.052125i,-0.33729-0.28228i,-0.014039-0.052228i,-0.089302+0.019879i,0.18771+0.0057047i,-0.23734-0.23242i,0.35157+0.17951i
4.4611e-05-0.00065625i,-9.6704e-05+0.0015326i,0.00013443-0.0024798i,-0.00014562+0.0035425i,0.0001126-0.0047857i,-7.2593e-06+0.0063073i,-0.00021743-0.0082665i,0.00064396+0.010946i,-0.001423-0.014906i,0.0028323+0.021452i,-0.0052683-0.034429i,0.006266+0.072001i,-1.3073e-05+0.00057874i,2.436e-05-0.0010885i,-3.6434e-05+0.0016483i,5.0142e-05-0.0022951i,-6.6975e-05+0.0030789i,8.9955e-05-0.004077i,-0.00012576+0.0054206i,0.00019068-0.0073563i,-0.00032968+0.010412i,0.00069116-0.015962i,-0.0019132+0.029074i,0.0045838-0.094258i,0.00011455+0.0018372i,-0.00022249-0.0031065i,0.0003831+0.0044923i,-0.00063173-0.0060961i,0.001022+0.0080462i,-0.0016422-0.010544i,0.002647+0.013945i,-0.0043241-0.018952i,0.0072409+0.027198i,-0.012499-0.043506i,0.019593+0.090687i,-0.000136-0.002825i,0.00021782+0.0045096i,-0.00030901-0.0063847i,0.00041639+0.0086209i,-0.00054642-0.011441i,0.00070498+0.015208i,-0.00089185-0.020597i,0.001076+0.029047i,-0.0010789-0.044279i,-0.00010316+0.079907i,0.0028834-0.25555i,-0.00094755-0.001953i,0.0014994+0.0029732i,-0.0021704-0.0040955i,0.0030518+0.0054228i,-0.0042759-0.0070867i,0.0060686+0.0093092i,-0.0088549-0.012526i,0.013524+0.017751i,-0.022197-0.028i,0.040312+0.057514i,0.0010863+0.0058252i,-0.0016251-0.0086895i,0.0022394+0.011947i,-0.002994-0.015963i,0.0039709+0.021249i,-0.0052996-0.028715i,0.0072023+0.040275i,-0.01008-0.060836i,0.014656+0.10811i,-0.028912-0.33333i,0.0018925+0.00069883i,-0.0028161-0.00097948i,0.0039234+0.0012643i,-0.005368-0.0015718i,0.0073804+0.0019212i,-0.010385-0.0023513i,0.015281+0.0029755i,-0.024354-0.004251i,0.045475+0.0090539i,-0.0034982-0.0079524i,0.0050586+0.011451i,-0.0068887-0.01553i,0.0092266+0.02074i,-0.012422-0.027938i,0.017122+0.038865i,-0.024737-0.05794i,0.039181+0.10095i,-0.084072-0.29616i,-0.00099647+0.0020095i,0.0014369-0.002948i,-0.0019696+0.0041264i,0.0026748-0.0057486i,-0.0036818+0.0081618i,0.0052563-0.012094i,-0.0080792+0.019414i,0.01474-0.036976i,0.0067329+0.0066603i,-0.0095768-0.009362i,0.013027+0.012573i,-0.017641-0.016816i,0.024364+0.023043i,-0.03529-0.033669i,0.056463+0.057528i,-0.12013-0.16559i,-0.003684-0.0045215i,0.0052958+0.0064937i,-0.007353-0.0090087i,0.010274+0.012583i,-0.014868-0.018231i,0.023167+0.028586i,-0.042371-0.053584i,-0.0076686-0.00059069i,0.0108+0.00058928i,-0.014726-0.00043197i,0.020247+5.024e-05i,-0.028998+0.00058098i,0.045669-0.00062965i,-0.093471-0.015229i,0.010849+0.0029133i,-0.01553-0.0041482i,0.021733+0.0057923i,-0.031057-0.0083263i,0.047235+0.013013i,-0.083111-0.024956i,0.24497+0.093548i,0.0017784-0.0068232i,-0.0022666+0.010094i,0.0027561-0.014721i,-0.0033271+0.022141i,0.0043257-0.035868i,-0.0085666+0.068102i,-0.012639+0.0051804i,0.018061-0.0075921i,-0.025586+0.010987i,0.037948-0.016382i,-0.064057+0.026081i,0.16943-0.04559i,0.010198+0.0070263i,-0.015268-0.010504i,0.022879+0.015837i,-0.036314-0.025786i,0.066847+0.051632i,-0.00053891-0.01258i,0.0015601+0.018618i,-0.0034785-0.027826i,0.0069319+0.044948i,-0.0079521-0.089895i,-0.015225+0.0031392i,0.022915-0.0043889i,-0.035389+0.0057767i,0.061943-0.0058264i,-0.17874-0.035051i,0.023441+0.0028518i,-0.037203-0.0040328i,0.061796+0.006222i,-0.12188-0.013273i,-0.0010641-0.0067019i,0.0024794+0.0095579i,-0.0051824-0.013623i,0.0066025+0.017985i,-0.027979+0.023249i,0.046623-0.037643i,-0.088909+0.065852i,0.32369-0.17167i,0.021177-0.018544i,-0.036922+0.032563i,0.075404-0.065509i,-0.00099275-0.021552i,0.00045564+0.035727i,0.017294-0.074701i,-0.00091609+0.044359i,0.0041491-0.082588i,-0.041757+0.2322i,0.017505-0.034569i,-0.038774+0.073775i,-0.031285+0.0032222i,0.064281-0.0084482i,0.015771+0.045565i,-0.0063571-0.12985i,-0.02692-0.081553i,0.082077+0.32964i,0.00039664+0.064441i,0.054164+0.00036623i,-0.086722-0.059441i,0.20855+0.18283i,-0.14684-0.18646i
0.00056615-0.0011208i,-0.0013189+0.0026196i,0.0021243-0.0042449i,-0.0030133+0.0060751i,0.0040306-0.0082229i,-0.0052404+0.010853i,0.0067424-0.014223i,-0.0087035+0.018766i,0.011433-0.025283i,-0.015584+0.035438i,0.02281-0.053385i,-0.038413+0.093323i,-0.00032065+0.00054647i,0.00059619-0.0010287i,-0.00088609+0.0015597i,0.0012012-0.0021749i,-0.0015537+0.0029212i,0.0019601-0.0038692i,-0.0024445+0.0051342i,0.0030456-0.0069199i,-0.0038319+0.0096236i,0.0049461-0.014128i,-0.0067332+0.022829i,0.0075143-0.04463i,-0.0011258+0.0028258i,0.0018936-0.0047848i,-0.0027167+0.0069321i,0.003646-0.0094252i,-0.0047409+0.012458i,0.0060897-0.016326i,-0.0078401+0.021516i,0.010267-0.028929i,-0.013964+0.040429i,0.020472-0.060665i,-0.035012+0.10562i,0.0010378-0.0025599i,-0.0016173+0.0040897i,0.0022118-0.0057945i,-0.0028487+0.0078267i,0.0035489-0.010378i,-0.0043365+0.013751i,0.0052424-0.018471i,-0.0063127+0.025553i,0.0076283-0.037242i,-0.0093334+0.059574i,0.0069284-0.11452i,-0.00025649-0.0015948i,0.00039533+0.0024361i,-0.00055266-0.0033687i,0.00074335+0.0044775i,-0.00098488-0.0058669i,0.0013018+0.0077021i,-0.0017293-0.01028i,0.0023103+0.014206i,-0.0030431-0.020986i,0.0033931+0.035804i,-0.00036524+0.0045745i,0.00046534-0.0068198i,-0.0004995+0.0093634i,0.00043465-0.012475i,-0.00020457+0.016511i,-0.00031654-0.022065i,0.0013815+0.030266i,-0.0035537-0.043574i,0.0083581+0.068531i,-0.024256-0.1287i,0.0017557-0.002581i,-0.002521+0.0037673i,0.0033561-0.0051238i,-0.0043359+0.0068064i,0.0055475-0.0090289i,-0.0071291+0.012166i,0.009337-0.016976i,-0.012733+0.025284i,0.018827-0.042865i,-0.0019241-0.0038534i,0.0028641+0.005527i,-0.0040342-0.0074509i,0.0056153+0.0098566i,-0.0078886-0.013072i,0.011378+0.017694i,-0.017198-0.025009i,0.028232+0.038432i,-0.055701-0.070629i,-0.00015725+0.0074336i,0.00011727-0.010541i,1.5828e-05+0.014157i,-0.00030012-0.018756i,0.00084672+0.025045i,-0.0018732-0.034398i,0.0038267+0.050067i,-0.0076264-0.082342i,0.0023766-0.0015058i,-0.0034014+0.0021791i,0.004653-0.0030206i,-0.0063245+0.0041707i,0.0087258-0.0058598i,-0.012482+0.008546i,0.019134-0.013286i,-0.034137+0.02297i,-0.00464-0.0075193i,0.0066537+0.010436i,-0.0091823-0.01387i,0.012665+0.018333i,-0.017848-0.024684i,0.026285+0.034911i,-0.041816-0.055392i,0.0037891+0.0073632i,-0.005413-0.010352i,0.0074954+0.014058i,-0.010463-0.019151i,0.015141+0.026862i,-0.023589-0.040168i,0.043026+0.068983i,0.0053765+0.00063276i,-0.0075266-0.00061721i,0.010209+0.00041792i,-0.013918+8.5707e-05i,0.019565-0.0011124i,-0.029365+0.0028353i,0.050459-0.0010576i,-0.013521-0.0043877i,0.019179+0.0059925i,-0.026622-0.0079643i,0.037681+0.010744i,-0.05651-0.015424i,0.096887+0.02642i,0.0045715+0.0038291i,-0.0067483-0.0055755i,0.0098432+0.0079906i,-0.01482-0.011747i,0.024027+0.018408i,-0.045559-0.033113i,0.012672-0.0067923i,-0.017848+0.0099346i,0.024882-0.014337i,-0.036136+0.021223i,0.059083-0.033094i,-0.013691+0.0071401i,0.019808-0.010557i,-0.028617+0.015638i,0.043606-0.024521i,-0.076401+0.044234i,0.0030535+0.0059133i,-0.0051123-0.0083452i,0.0084977+0.011695i,-0.014597-0.017092i,0.024607+0.027887i,0.0014175-0.021027i,-0.0015915+0.031269i,0.0018068-0.047564i,-0.0034558+0.08094i,-0.0064325+0.013898i,0.0099527-0.021434i,-0.016037+0.034082i,0.030475-0.061277i,0.015298+0.0043391i,-0.023721-0.0055986i,0.038185+0.0078475i,-0.069993-0.021275i,-0.016838-0.012573i,0.026823+0.01912i,-0.045992-0.031755i,0.0045995+0.023687i,-0.0078115-0.040638i,0.013136+0.079778i,0.0078022-0.021953i,-0.011722+0.038588i,0.024055-0.077331i,-0.019371-0.001785i,0.032057+0.0051842i,0.048829+0.012041i,-0.099033-0.025661i,-0.032232-0.0042161i,0.071183+0.005998i,-0.024514+0.019799i,0.076101-0.031188i,0.0333-0.075098i,-0.025162+0.05071i,0.02842-0.0025022i,-0.06187-0.03635i,0.052206+0.17288i
5.2471e-05+0.00032359i,-0.00011623-0.00075798i,0.0001691+0.0012331i,-0.00020041-0.0017753i,0.00019275+0.0024224i,-0.00011493-0.0032312i,-9.2767e-05+0.0042918i,0.00055275-0.0057597i,-0.00154+0.0079276i,0.0037582-0.011417i,-0.0094107+0.017803i,0.028551-0.032547i,-0.00018525-0.00055763i,0.00034335+0.0010505i,-0.00050759-0.0015949i,0.00068258+0.0022284i,-0.00087266-0.0030014i,0.0010825+0.0039915i,-0.0013173-0.0053278i,0.0015819+0.0072474i,-0.0018814-0.01024i,0.0022313+0.015521i,-0.0028025-0.027234i,0.0058768+0.07186i,4.3132e-05-0.00016962i,-7.9333e-05+0.00029227i,0.00012878-0.00043432i,-0.00020151+0.00061066i,0.00031374-0.00084182i,-0.00049464+0.0011608i,0.00080117-0.0016256i,-0.0013562+0.0023472i,0.0024636-0.0035649i,-0.0050468+0.0058928i,0.013217-0.011513i,0.00080274+0.001378i,-0.0012638-0.0022039i,0.0017538+0.0031275i,-0.0023033-0.0042338i,0.0029434+0.005632i,-0.0037164-0.0074977i,0.0046874+0.010147i,-0.0059683-0.014231i,0.0077957+0.021349i,-0.010922-0.036984i,0.020456+0.098435i,3.891e-05-0.0014708i,-0.00010894+0.0022544i,0.00024585-0.0031323i,-0.00049792+0.0041902i,0.00095334-0.0055377i,-0.0017864+0.007353i,0.0033761-0.0099637i,-0.0066637+0.014056i,0.014516-0.021361i,-0.039635+0.037928i,-0.0013943+0.00051074i,0.0020756-0.00076227i,-0.0028439+0.0010478i,0.003778-0.0013976i,-0.0049791+0.0018508i,0.0066122-0.0024721i,-0.0089813+0.0033812i,0.012719-0.004831i,-0.019383+0.00747i,0.033535-0.013704i,-0.00077167+0.0017109i,0.0011953-0.002529i,-0.0017502+0.0034945i,0.0025449-0.0047326i,-0.0037672+0.0064255i,0.0058022-0.0089008i,-0.0095624+0.012834i,0.017715-0.01989i,-0.041619+0.035653i,0.00046323-0.0024138i,-0.00072007+0.0034517i,0.0010658-0.0046318i,-0.0015689+0.0060839i,0.0023462-0.0079798i,-0.0036266+0.010619i,0.0059137-0.014642i,-0.010466+0.021994i,0.020171-0.046636i,-0.00075809+0.00015151i,0.0011656-0.0001659i,-0.0017232+0.00014295i,0.0025587-6.2083e-05i,-0.0039138-0.00011566i,0.0063357+0.00045629i,-0.011341-0.0010351i,0.024894+0.0014868i,0.0027056-0.0001532i,-0.003744+0.0002591i,0.0049143-0.00042457i,-0.0063444+0.00070283i,0.0082029-0.0012037i,-0.010791+0.0021841i,0.014784-0.004317i,-0.022413+0.0088438i,0.0032313-0.0034123i,-0.0047429+0.004811i,0.0067537-0.0065158i,-0.0097384+0.0088093i,0.014677-0.012187i,-0.024197+0.017806i,0.048471-0.029486i,-0.0041472+0.0011949i,0.0058365-0.0014691i,-0.0079406+0.0016161i,0.010857-0.001484i,-0.015346+0.00060333i,0.02335+0.0026311i,-0.042092-0.015879i,0.0009775+0.0074019i,-0.0014002-0.010495i,0.0019454+0.01446i,-0.0027101-0.020108i,0.0038301+0.02902i,-0.0052935-0.045234i,0.00068034+0.08419i,0.0037296+0.0027091i,-0.0055148-0.0042336i,0.008028+0.0066085i,-0.012017-0.010865i,0.019264+0.019959i,-0.035875-0.046676i,-0.0035318-0.0041593i,0.0048715+0.0060586i,-0.006522-0.0087127i,0.0087732+0.012925i,-0.01236-0.020637i,0.024257+0.037799i,-0.0066028+0.0017822i,0.0097491-0.0028091i,-0.014244+0.0044502i,0.021465-0.0075051i,-0.034514+0.014631i,-0.0033847-0.0027738i,0.0053611+0.0035466i,-0.0087035-0.0043218i,0.015595+0.0050946i,-0.035033-0.0058575i,-0.0013431-0.0045737i,0.0018876+0.0069258i,-0.0027205-0.010827i,0.0045924+0.019668i,-0.015191-0.06453i,-0.0025692-0.0018289i,0.0048304+0.0029864i,-0.0096359-0.0045837i,0.023494+0.0056128i,0.013244-0.0058155i,-0.019606+0.0091619i,0.030034-0.015113i,-0.053639+0.028897i,0.0041312-0.010662i,-0.0074139+0.016937i,0.016125-0.028937i,-0.072041+0.067516i,-0.0021114-0.0057979i,0.0039428+0.012282i,-0.010506-0.03162i,0.0083758+0.023819i,-0.013573-0.03907i,0.023861+0.07386i,0.025326+0.00059809i,-0.04459-0.0038223i,0.097175+0.037084i,0.013686-0.0046188i,-0.035286+0.012198i,-0.029772+0.0056617i,0.060393-0.0068215i,0.01043+0.051332i,-0.012998-0.10919i,0.016483+0.021461i,-0.059482-0.12187i,0.01482-0.025003i,-0.087816+0.030296i,0.00012217+0.066896i,0.016225+0.073755i,-0.030357-0.10967i
