0.00029384-4.2315e-05i,-0.0006935+0.00010065i,0.001144-0.00016839i,-0.0016816+0.00025258i,0.0023611-0.00036416i,-0.0032704+0.00052119i,0.0045619-0.00075592i,-0.0065231+0.0011311i,0.0097565-0.0017822i,-0.015716+0.0030459i,0.028731-0.005957i,-0.067423+0.015122i,2.676e-05+0.00014021i,-5.0518e-05-0.00026327i,7.6948e-05+0.00039758i,-0.000108-0.00055139i,0.00014636+0.00073551i,-0.00019617-0.00096628i,0.00026451+0.0012707i,-0.00036465-0.0016979i,0.00052495+0.00235i,-0.00081886-0.0034843i,0.0015089+0.0059996i,-0.0038173-0.013606i,-0.00068226+9.0107e-05i,0.0011789-0.00015875i,-0.0017602+0.00024369i,0.0024939-0.00035778i,-0.0034794+0.00052114i,0.0048871-0.00076964i,-0.0070388+0.0011734i,0.010611-0.0018847i,-0.017244+0.0032848i,0.031853-0.0065531i,-0.075826+0.017005i,-9.5479e-05-0.00049517i,0.00015327+0.0007873i,-0.00021863-0.001108i,0.00029793+0.0014835i,-0.00039958-0.0019455i,0.00053734+0.0025434i,-0.00073646-0.0033647i,0.0010503+0.004588i,-0.0016172-0.0066639i,0.0029436+0.011226i,-0.0079149-0.027015i,0.00011497+2.9001e-05i,-0.00019924-3.8083e-05i,0.00032161+4.0484e-05i,-0.00051199-3.1373e-05i,0.00082322+4.217e-07i,-0.0013602+7.4597e-05i,0.0023544-0.00024573i,-0.0043956+0.00065205i,0.0093432-0.001751i,-0.025796+0.005739i,8.9836e-05+0.00045846i,-0.00013456-0.00067181i,0.00018562+0.00090055i,-0.00024826-0.0011609i,0.00032912+0.0014682i,-0.00043892-0.0018415i,0.00059843+0.0023114i,-0.00086103-0.0029552i,0.0014558+0.0042342i,-0.0044215-0.011517i,0.0013729-0.00031063i,-0.0020155+0.00045645i,0.0027624-0.00062637i,-0.0037078+0.00084199i,0.0049883-0.0011349i,-0.006855+0.0015632i,0.0098438-0.0022512i,-0.015333+0.0035206i,0.028078-0.0064899i,-2.6997e-05-6.084e-05i,3.6222e-05+6.003e-05i,-4.3323e-05-3.0158e-05i,4.5389e-05-5.4393e-05i,-3.4265e-05+0.00025064i,-1.156e-05-0.00069208i,0.00015215+0.0017235i,-0.00056584-0.0043457i,0.0015689+0.011196i,-0.002809+0.00055536i,0.0040848-0.00081523i,-0.0056681+0.0011446i,0.0078392-0.0016066i,-0.01109+0.0023157i,0.016508-0.0035304i,-0.02706+0.0059715i,0.054144-0.012478i,0.00016511+0.00056614i,-0.00023098-0.00078092i,0.00030508+0.0010134i,-0.00039176-0.0012716i,0.00048975+0.0015382i,-0.00057733-0.0017122i,0.00053485+0.0013237i,0.00037182+0.0023297i,0.002545-0.00044309i,-0.0037267+0.0006685i,0.0053023-0.00098503i,-0.007663+0.0014838i,0.011643-0.0023678i,-0.019553+0.0042158i,0.040554-0.0093777i,-0.00071688-0.0030965i,0.0010299+0.004444i,-0.0014355-0.0061898i,0.0020197+0.0087089i,-0.0029514-0.012744i,0.0046557+0.020197i,-0.0085935-0.037766i,-0.00071185+4.3731e-05i,0.0011167-0.00010318i,-0.0017431+0.00021705i,0.0028588-0.0004519i,-0.0052356+0.0010083i,0.012159-0.0027561i,-0.054895+0.014079i,0.0012258+0.0056835i,-0.0018125-0.0083388i,0.0026561+0.012103i,-0.004054-0.018246i,0.0068032+0.030113i,-0.014073-0.06079i,0.0010299-0.00018548i,-0.0015278+0.00028652i,0.0022313-0.0004338i,-0.0033568+0.00067218i,0.0055328-0.0011305i,-0.013223+0.0028184i,-0.00077621-0.0040798i,0.0012443+0.0062989i,-0.0020477-0.0099223i,0.0037332+0.01717i,-0.0085706-0.037005i,-0.0057684+0.0013297i,0.0085406-0.0019681i,-0.012669+0.002911i,0.019884-0.0045285i,-0.035636+0.0079011i,-0.00026088-0.00032941i,0.00030108+0.00025193i,-0.0002494+0.00023378i,-0.00028741-0.0026936i,0.0061497+0.025549i,0.0078413-0.0018202i,-0.012189+0.0028456i,0.019834-0.0046596i,-0.038041+0.0089998i,-0.00015289-0.0011503i,9.9173e-05+0.0012633i,0.00027187-0.0004964i,-0.0023713-0.0054866i,0.00060705-0.00020839i,-0.00073371+0.00024028i,-0.00024505+3.8625e-05i,0.017873-0.0047647i,0.0015212+0.0059222i,-0.0020604-0.008196i,0.0021081+0.0093382i,-0.0086641+0.0022347i,0.017275-0.0044749i,-0.043567+0.011402i,0.00062088+0.0044006i,-0.0016475-0.0097922i,0.0058148+0.028762i,0.0054259-0.0011134i,-0.02016+0.0048785i,-0.0051936-0.022348i,0.013023+0.054723i,-0.010374+0.0011382i,0.036197-0.0062303i,0.0034273+0.01529i,-0.022964-0.091566i,0.019081-0.0036403i,0.0058424+0.013093i,0.01626-0.0033402i,-0.015398-0.059168i,-0.13685+0.036936i
-0.00033515+9.5041e-05i,0.00078429-0.00022278i,-0.0012738+0.00036293i,0.0018294-0.00052362i,-0.0024892+0.00071679i,0.0033106-0.00096067i,-0.004388+0.0012854i,0.0058923-0.001746i,-0.0081746+0.0024561i,0.012111-0.0037002i,-0.020762+0.0064769i,0.056279-0.018091i,3.4655e-05+0.00014939i,-6.6374e-05-0.00028457i,0.00010349+0.00043989i,-0.00015014-0.00063071i,0.00021268+0.00087997i,-0.00030198-0.0012264i,0.00043862+0.0017419i,-0.00066583-0.0025753i,0.0010884+0.0040815i,-0.0020212-0.007308i,0.0048445+0.016769i,-0.026385-0.08599i,0.00091257-0.00026272i,-0.0015477+0.00044694i,0.002248-0.00065209i,-0.003068+0.00089533i,0.0040778-0.0011991i,-0.0053879+0.0015994i,0.0071946-0.0021603i,-0.0098954+0.0030123i,0.014472-0.0044787i,-0.024352+0.0076889i,0.064939-0.021067i,-0.00018709-0.000789i,0.00030707+0.0012851i,-0.00045204-0.0018718i,0.00064276+0.0026255i,-0.00091168-0.0036615i,0.0013188+0.0051892i,-0.001989-0.0076373i,0.0032226+0.01202i,-0.0059126-0.0213i,0.013919+0.048069i,-0.072874-0.23721i,-0.00091562+0.00027786i,0.0013957-0.00042573i,-0.0019244+0.00059101i,0.0025475-0.00078922i,-0.00332+0.0010397i,0.0043283-0.0013735i,-0.0057319+0.0018484i,0.0078991-0.0025968i,-0.012129+0.0040756i,0.029723-0.010145i,0.00045932+0.0018968i,-0.00071069-0.0029063i,0.0010252+0.0041405i,-0.0014575-0.0057951i,0.0020994+0.0081904i,-0.003138-0.011965i,0.0050154+0.018605i,-0.0090235-0.032379i,0.020603+0.070949i,-0.099666-0.3239i,0.00051875-0.00019037i,-0.00072849+0.00027132i,0.00093703-0.00035623i,-0.0011457+0.00044854i,0.001335-0.00054666i,-0.0014396+0.0006378i,0.001259-0.00067321i,-0.00015177+0.00048131i,-0.0032598+0.00025742i,-0.00079024-0.0031979i,0.0011924+0.0047684i,-0.001716-0.0067627i,0.0024709+0.009566i,-0.0036639-0.013881i,0.0057704+0.021296i,-0.010148-0.036268i,0.022322+0.076627i,-0.097195-0.31535i,-0.00021813+0.00012515i,0.00025857-0.000163i,-0.00025215+0.00019095i,0.00015181-0.00019762i,0.00016428+0.00014858i,-0.0010359+5.9401e-05i,0.0036098-0.00079322i,-0.013405+0.0038905i,0.00095129+0.0038069i,-0.0014255-0.0056179i,0.0020719+0.0080174i,-0.0030601-0.011583i,0.004755+0.017524i,-0.008167-0.029131i,0.017269+0.05912i,-0.067482-0.2184i,0.00091505-0.000317i,-0.0012682+0.00043715i,0.0016733-0.00057204i,-0.002167+0.00072986i,0.0027691-0.0009047i,-0.0033788+0.0010177i,0.0026597-0.0003903i,-0.00062094-0.0024992i,0.00093034+0.0036596i,-0.001371-0.0052511i,0.0020896+0.0077545i,-0.0034714-0.012401i,0.0070195+0.023922i,-0.025724-0.082501i,-0.002858+0.00082114i,0.0041488-0.0011877i,-0.0059122+0.0016837i,0.0086599-0.0024466i,-0.013637+0.0038018i,0.02517-0.0068315i,-0.062019+0.014038i,-0.00023242-0.00084186i,0.00039934+0.0014527i,-0.00069856-0.0025287i,0.0013152+0.0046893i,-0.0028063-0.0097543i,0.0070807+0.023919i,0.0039112-0.0010516i,-0.0058083+0.0015671i,0.0086559-0.0023455i,-0.013787+0.0037574i,0.025925-0.0071226i,-0.080481+0.022274i,0.00093973+0.0037518i,-0.0016532-0.0063341i,0.0030374+0.011117i,-0.006358-0.022092i,0.017749+0.05815i,0.00013697-0.00012703i,-0.00040122+0.00023795i,0.00093026-0.00043973i,-0.0018959+0.00080447i,0.0002678-0.00051048i,-0.00063448-0.0030427i,0.0014578+0.0060121i,-0.0035351-0.012925i,0.010745+0.035509i,-0.076443-0.23222i,-0.0094857+0.002696i,0.016146-0.0046259i,-0.029798+0.0086429i,0.070317-0.020802i,-0.00010361+0.00074296i,-0.00036477-0.0026583i,0.002278+0.0091755i,-0.016447-0.052723i,0.013179-0.0034827i,-0.025206+0.0069097i,0.05892-0.016925i,-0.30475+0.093387i,-0.00066774-0.0036968i,0.001288+0.0069007i,-0.0029841-0.015626i,0.0013224-0.001058i,0.0015214+0.00051961i,-0.033397+0.0089812i,0.0015687+0.0065439i,-0.0023655-0.011287i,-0.0045933+0.0052067i,-0.020743+0.0067971i,0.050619-0.016684i,0.0029483+0.010931i,-0.0085965-0.029874i,0.012641-0.0033915i,-0.093832+0.030028i,-0.007478-0.028858i,0.035135+0.1349i,0.019626-0.0088794i,-0.0073965-0.02219i,-0.050371+0.018103i,0.033272+0.11065i,-0.08207+0.04338i
-0.00049149+0.00016297i,0.0011546-0.00038348i,-0.0018889+0.0006292i,0.0027429-0.00091768i,-0.0037904+0.0012755i,0.0051483-0.0017453i,-0.0070197+0.0024014i,0.0097943-0.0033875i,-0.014327+0.0050212i,0.022894-0.0081527i,-0.043917+0.015952i,0.14254-0.053185i,-3.4346e-06-1.0727e-05i,6.689e-06+2.0714e-05i,-1.07e-05-3.2703e-05i,1.6062e-05+4.8244e-05i,-2.3719e-05-6.9753e-05i,3.5354e-05+0.00010145i,-5.4251e-05-0.00015147i,8.7562e-05+0.00023722i,-0.00015332-0.00040202i,0.00030835+0.00078066i,-0.00082228-0.0020053i,0.0062623+0.014699i,0.0014754-0.00049212i,-0.0025218+0.00084349i,0.0037061-0.0012447i,-0.0051424+0.0017367i,0.0069909-0.0023775i,-0.0095231+0.0032666i,0.013255-0.0045944i,-0.019314+0.0067787i,0.030681-0.010933i,-0.058332+0.021181i,0.18646-0.069487i,2.4952e-05+7.5545e-05i,-4.1553e-05-0.00012446i,6.2385e-05+0.00018419i,-9.0933e-05-0.00026373i,0.00013291+0.00037739i,-0.00019921-0.00055203i,0.00031325+0.00084457i,-0.00053334-0.0013949i,0.0010409+0.0026326i,-0.0026812-0.0065359i,0.019004+0.044419i,-0.002016+0.00068067i,0.0031206-0.0010576i,-0.0043972+0.0014976i,0.0059983-0.0020557i,-0.0081469+0.0028134i,0.011251-0.003921i,-0.016179+0.0057003i,0.025191-0.0089915i,-0.046443+0.016845i,0.14059-0.052181i,-8.6894e-05-0.00024579i,0.00013571+0.00038049i,-0.00019814-0.00054938i,0.00028598+0.00078211i,-0.0004198-0.0011293i,0.00064248+0.001695i,-0.0010584-0.0027291i,0.0019846+0.0049814i,-0.0048439-0.011777i,0.029542+0.068959i,0.0020372-0.00070721i,-0.0029941+0.0010436i,0.0041108-0.0014399i,-0.0055339+0.0019497i,0.0074868-0.0026557i,-0.010413+0.0037218i,0.015411-0.0055526i,-0.026331+0.0095676i,0.071677-0.026388i,0.0002115+0.00057967i,-0.00032061-0.0008711i,0.00046419+0.0012478i,-0.00067388-0.0017881i,0.0010104+0.002639i,-0.0016163-0.004142i,0.0029103+0.0072868i,-0.0066768-0.016242i,0.033691+0.078823i,-0.0010183+0.00039551i,0.0013762-0.00053935i,-0.0017211+0.00068251i,0.002037-0.00082083i,-0.0022346+0.00092241i,0.0020254-0.00087666i,-0.00045381+0.00029704i,-0.005065+0.0020016i,-0.00037083-0.0009972i,0.00055602+0.0014817i,-0.00080932-0.0021332i,0.0011987+0.0031175i,-0.0018723-0.0047894i,0.0032459+0.0081334i,-0.0069909-0.017056i,0.029208+0.068634i,-0.0014488+0.00038625i,0.002378-0.00066807i,-0.003852+0.00114i,0.0064664-0.002016i,-0.011708+0.0038454i,0.024318-0.0084162i,-0.067243+0.024542i,0.00042151+0.0011334i,-0.00063083-0.0016778i,0.00092995+0.002441i,-0.0014206-0.003669i,0.0023684+0.0059929i,-0.0047818-0.011776i,0.016985+0.040212i,0.0048734-0.0014647i,-0.0076648+0.0023649i,0.012068-0.0038353i,-0.020129+0.006619i,0.037948-0.01298i,-0.093285+0.033403i,0.65877-0.2487i,-9.3809e-05-0.00029652i,0.00012678+0.00039814i,-0.00016452-0.00051385i,0.00021495+0.00066686i,-0.00033315-0.00099626i,0.0014719+0.0037214i,-0.0068823+0.0020321i,0.011028-0.003364i,-0.018084+0.0057236i,0.032752-0.01082i,-0.074571+0.025915i,0.36157-0.13354i,-0.00075383-0.0018883i,0.0012367+0.0030738i,-0.0021017-0.005168i,0.0040256+0.0097491i,-0.010162-0.024078i,0.0036892-0.00085877i,-0.0063017+0.0016191i,0.011522-0.0032725i,-0.025889+0.0081668i,0.10766-0.0379i,0.0015365+0.0040027i,-0.002652-0.0067816i,0.0049602+0.012389i,-0.011752-0.028439i,0.066109+0.15273i,0.0057026-0.0022109i,-0.0096407+0.0037069i,0.017609-0.0067395i,-0.039717+0.01526i,-0.00070004-0.0022097i,0.0014843+0.0042918i,-0.0038326-0.010096i,0.01875+0.044718i,-0.013018+0.0041569i,0.02541-0.0083911i,-0.061806+0.021352i,0.39597-0.14557i,-0.0024539-0.0054149i,0.0045+0.0099828i,-0.0099436-0.022138i,0.0033164-0.00015229i,-0.012024+0.0026958i,0.076494-0.025174i,0.0040887+0.0099895i,-0.010221-0.024247i,0.058411+0.13219i,0.020999-0.0078611i,-0.047944+0.017901i,0.0023977+0.0042507i,-0.0013606-0.0011759i,-0.019347+0.0054868i,0.11826-0.039837i,-0.010995-0.024235i,0.068982+0.149i,-0.034536+0.01335i,-0.002625-0.0042417i,0.059709-0.018389i,0.039678+0.079427i,0.1801-0.060573i
-0.00019003+7.978e-05i,0.00044226-0.00018579i,-0.00071094+0.00029897i,0.001005-0.00042324i,-0.0013366+0.00056384i,0.0017215-0.00072743i,-0.0021808+0.00092258i,0.0027433-0.00116i,-0.0034487+0.0014517i,0.0043589-0.0018065i,-0.0056786+0.0022414i,0.010643-0.0037482i,-8.1608e-05-0.0002066i,0.00015536+0.00039238i,-0.00023992-0.00060364i,0.0003435+0.00085968i,-0.00047827-0.0011887i,0.00066466+0.0016377i,-0.00094027-0.0022923i,0.0013821+0.0033262i,-0.0021712-0.0051443i,0.0038308+0.0089066i,-0.0085243-0.019375i,0.037689+0.083827i,0.00047635-0.00020299i,-0.0007983+0.00034057i,0.0011382-0.00048632i,-0.0015122+0.00064728i,0.0019346-0.00082956i,-0.0024202+0.001039i,0.0029815-0.0012791i,-0.0036163+0.0015422i,0.0042683-0.0017807i,-0.0047558+0.0018207i,0.0068098-0.0018592i,0.0004007+0.0010196i,-0.00065224-0.0016532i,0.00094922+0.002393i,-0.0013297-0.0033289i,0.001851+0.0045932i,-0.0026161-0.006422i,0.0038345+0.0092898i,-0.0059948-0.014295i,0.0105+0.024559i,-0.023087-0.052759i,0.10008+0.22329i,-0.00036263+0.00016764i,0.00053512-0.00024858i,-0.00070297+0.00032875i,0.00086579-0.0004086i,-0.0010093+0.00048236i,0.0010926-0.00053192i,-0.0010046+0.00050608i,0.00042595-0.00025182i,0.0016863-0.0007509i,-0.0090276+0.0045256i,-0.00083164-0.0021396i,0.0012752+0.0032625i,-0.0018182-0.0046184i,0.0025467+0.0064107i,-0.003601-0.0089646i,0.0052592+0.012917i,-0.0081624-0.019721i,0.014126+0.033456i,-0.030444-0.070366i,0.12635+0.28408i,0.00018962-0.00012642i,-0.00024736+0.00017258i,0.00028133-0.00021194i,-0.00027202+0.00023866i,0.00017011-0.00023437i,0.00014665+0.0001499i,-0.0010159+0.00015802i,0.0035635-0.0011877i,-0.012998+0.0053361i,0.0011329+0.0029882i,-0.0016947-0.0044337i,0.0024121+0.0062481i,-0.0034256-0.0087658i,0.0049911+0.012584i,-0.0076853-0.019033i,0.013115+0.031779i,-0.027603-0.065104i,0.10801+0.24644i,-0.00070609+0.00038681i,0.0010041-0.00055275i,-0.0013515+0.00074869i,0.0017911-0.0010004i,-0.0023817+0.0013454i,0.0032237-0.0018518i,-0.0044996+0.00266i,0.0064021-0.0040705i,-0.00097315-0.0027048i,0.0014474+0.0039715i,-0.0020838-0.0056314i,0.0030396+0.0080672i,-0.0046474-0.01207i,0.0078156+0.019775i,-0.016081-0.03938i,0.059934+0.14051i,0.0025326-0.0011709i,-0.0036912+0.0017103i,0.0052207-0.0024254i,-0.0074857+0.0034894i,0.011251-0.0052683i,-0.018613+0.0087698i,0.037846-0.018001i,0.00033916+0.0010745i,-0.00049838-0.0015443i,0.00071445+0.0021614i,-0.0010477-0.0030874i,0.0016575+0.0047396i,-0.0032344-0.0088717i,0.013023+0.032913i,-0.004707+0.0019926i,0.0069639-0.0029652i,-0.010178+0.0043653i,0.01545-0.0066894i,-0.025693+0.011267i,0.052297-0.023351i,-0.20388+0.093492i,2.2544e-05+0.00032715i,-0.00010832-0.00065545i,0.00031311+0.001301i,-0.00082562-0.0027247i,0.0022839+0.006409i,-0.0076344-0.01891i,0.0040546-0.0015052i,-0.0061349+0.0023153i,0.009382-0.0036142i,-0.015542+0.0061504i,0.031279-0.012847i,-0.11491+0.049827i,0.00078053+0.00083476i,-0.00097505-0.00083602i,0.001044+0.00035654i,-0.00056625+0.0017923i,-0.0031387-0.012406i,0.001668-0.00098324i,-0.0027083+0.0015517i,0.0044729-0.0025i,-0.0078208+0.0043191i,0.01155-0.0070016i,-0.0016311-0.0028572i,0.0022358+0.0037949i,-0.0029025-0.0045944i,0.0031143+0.0035349i,0.012306+0.038129i,-0.0081001+0.0032253i,0.014063-0.0057014i,-0.026683+0.011088i,0.065586-0.028213i,-0.00091215-0.0017987i,0.0018406+0.0037111i,-0.0040727-0.0083895i,0.012798+0.027329i,0.0067117-0.0018833i,-0.014367+0.0046905i,0.038202-0.014258i,-0.23089+0.097346i,0.0062975+0.013726i,-0.011843-0.025622i,0.027312+0.058361i,4.6277e-05-0.0006085i,0.0034637-0.00062491i,-0.030926+0.01205i,-0.004718-0.0125i,0.011977+0.029634i,-0.059098-0.1339i,0.00024238-0.0011421i,0.0029217+0.00095697i,-0.0078098-0.015289i,0.015556+0.030441i,0.0034252-0.00095136i,-0.033813+0.012799i,0.012669+0.032452i,-0.090415-0.21128i,-0.025171+0.013015i,0.0027711+0.002852i,7.3511e-05+0.00073532i,-0.04226-0.10826i,0.13492-0.065546i
0.00030014-0.00012533i,-0.00070616+0.00029561i,0.0011583-0.00048704i,-0.0016882+0.00071455i,0.0023433-0.0010006i,-0.0031982+0.0013809i,0.0043787-0.0019167i,-0.0061166+0.0027221i,0.0088835-0.0040321i,-0.013778+0.0064015i,0.023919-0.011423i,-0.051515+0.025392i,2.1047e-05+2.6837e-05i,-4.0582e-05-5.2591e-05i,6.3924e-05+8.4856e-05i,-9.3985e-05-0.00012859i,0.00013522+0.00019149i,-0.00019519-0.00028671i,0.00028778+0.00043851i,-0.00044077-0.00069544i,0.00071574+0.0011651i,-0.0012701-0.0021216i,0.0026042+0.0044343i,-0.0075536-0.013208i,-0.00063481+0.00024915i,0.001091-0.00043108i,-0.0016161+0.00064479i,0.0022653-0.0009155i,-0.0031172+0.0012801i,0.0043031-0.0018016i,-0.0060655+0.0025981i,0.0089004-0.0039147i,-0.013973+0.0063354i,0.02462-0.011557i,-0.054173+0.026429i,-0.00012837-0.00020442i,0.00021134+0.00033967i,-0.00031232-0.00050798i,0.00044596+0.0007355i,-0.00063482-0.001063i,0.00091933+0.0015635i,-0.0013794-0.0023811i,0.0021907+0.0038312i,-0.0037992-0.0067098i,0.0076107+0.013512i,-0.02087-0.037331i,-6.3161e-05+9.2522e-05i,8.1533e-05-0.00013299i,-8.3869e-05+0.00016782i,5.9226e-05-0.00019394i,1.5063e-05+0.00020253i,-0.00018644-0.00017314i,0.0005629+5.6455e-05i,-0.0014242+0.00028091i,0.003656-0.0012758i,-0.011237+0.0049438i,0.00027243+0.00052539i,-0.00042219-0.00081561i,0.00061014+0.0011806i,-0.00086866-0.0016828i,0.0012512+0.0024241i,-0.0018616-0.0036012i,0.0029276+0.0056408i,-0.0050266-0.0096136i,0.009978+0.018858i,-0.026494-0.049363i,0.0012637-0.00061586i,-0.001849+0.00090202i,0.0025236-0.0012327i,-0.0033693+0.0016485i,0.0045028-0.0022079i,-0.0061365+0.0030174i,0.0087211-0.0043045i,-0.01341+0.0066535i,0.024162-0.01208i,-7.9723e-05-0.00030135i,0.00013709+0.00047835i,-0.00022717-0.00072945i,0.00037935+0.0011198i,-0.00065345-0.0017751i,0.0011875+0.002976i,-0.0023501-0.0054515i,0.0053641+0.011563i,-0.016304-0.032838i,-0.0016499+0.00067642i,0.0023832-0.00098444i,-0.0032794+0.0013673i,0.0044879-0.0018932i,-0.0062655+0.0026823i,0.0091717-0.0040013i,-0.014721+0.0065838i,0.028647-0.013258i,-0.0008507-0.0014025i,0.0012009+0.0019761i,-0.0016143-0.0026501i,0.0021445+0.0035095i,-0.0028669-0.0046711i,0.0039102+0.006328i,-0.0054966-0.0087819i,0.007673+0.011752i,0.00062483-0.00011729i,-0.00091828+0.00019166i,0.001312-0.0003059i,-0.0019064+0.00049956i,0.0029224-0.00086662i,-0.0050015+0.0016934i,0.01086-0.0042494i,0.0019383+0.0037804i,-0.0027859-0.0054239i,0.0038913+0.0075593i,-0.0055041-0.010662i,0.0081342+0.015697i,-0.013138-0.025219i,0.025609+0.048783i,-0.000309+0.00015718i,0.00046241-0.00024468i,-0.00067235+0.000369i,0.00098831-0.00056027i,-0.0015248+0.00088459i,0.0027321-0.0015782i,-0.0092139+0.0049309i,-0.0016087-0.0037527i,0.0024042+0.0055358i,-0.0035735-0.0080973i,0.0055622+0.01235i,-0.0096024-0.020761i,0.020714+0.043216i,0.0034071-0.001975i,-0.0049446+0.0028707i,0.0070714-0.0041124i,-0.010398+0.006059i,0.016373-0.0095629i,-0.02982+0.017476i,5.8133e-05+0.00085886i,-0.00023224-0.0014806i,0.00063614+0.0026307i,-0.0016901-0.0052191i,0.0052967+0.013179i,-0.0068804+0.0035101i,0.010303-0.0052739i,-0.015592+0.0080181i,0.025448-0.013172i,-0.049951+0.026118i,-0.00073959-0.001184i,0.0011691+0.0018542i,-0.0018628-0.0029371i,0.0032257+0.0051122i,-0.0077742-0.01303i,0.0039265-0.0014581i,-0.0064388+0.0025084i,0.011353-0.0046901i,-0.024906+0.011085i,0.0040409+0.0070274i,-0.0061814-0.010716i,0.0097038+0.01674i,-0.016885-0.028805i,0.0013433-0.00085873i,-0.0019627+0.0012367i,0.0025755-0.0016612i,0.0024954-0.00054772i,-0.0028279-0.0061403i,0.0047519+0.010183i,-0.0092679-0.019385i,0.0018598-0.001826i,-0.0012438+0.0020633i,-0.0054524+0.0002945i,-0.0035398-0.0061588i,0.006517+0.011414i,-0.013247-0.022895i,-0.0017796+0.0011203i,-0.00023814-0.00023012i,0.0044274+0.011257i,-0.014495-0.032683i,-0.016517+0.0089823i,0.041495-0.022685i,-0.004484-0.009991i,0.0263+0.053292i,0.026645-0.011902i,0.0096922+0.016631i,-0.0004895+0.00020299i,-0.00038307-0.00454i,-0.084041+0.04033i
